id|string_busca|eixo|titulo|autores|ano|periodico|doi|url|acesso|arquivo_local|duplicata_de
S1A01|"corporate university ""knowledge management"" model framework"|eixo1_corporate_university|The knowledge management functions of corporate university and their evolution: case studies of two Chinese corporate universities|Y Chen; Y Xu; Q Zhai|2019|Journal of Knowledge Management|10.1108/JKM-04-2018-0228|https://www.emerald.com/jkm/article/23/10/2086/264965|BAIXADO|01_PDFs/eixo1_corporate_university/S1A01_Chen_2019_knowledge-management-functions-corporate.pdf|
S1A02|"corporate university ""knowledge management"" model framework"|eixo1_corporate_university|Influencing factors of knowledge enhancement of corporate universities in China|Y Chen; Y Xu|2022|Kybernetes|10.1108/K-03-2021-0218|https://www.emerald.com/k/article/51/4/1555/516282|BAIXADO|01_PDFs/eixo1_corporate_university/S1A02_Chen_2022_influencing-factors-knowledge-enhancement.pdf|
S1A03|"corporate university ""knowledge management"" model framework"|eixo1_corporate_university|Corporate universities as knowledge management tools|E Scarso|2017|VINE Journal of Information and Knowledge Management Systems|10.1108/VJIKMS-12-2016-0074|https://www.emerald.com/vjikms/article/47/4/538/382786|BAIXADO|01_PDFs/eixo1_corporate_university/S1A03_Scarso_2017_corporate-universities-knowledge-management.pdf|
S1A04|"corporate university ""knowledge management"" model framework"|eixo1_corporate_university|Proposed model of corporate university|MA Garzón Castrillón|2019|Visión de Futuro|10.36995/j.visiondefuturo.2019.23.01.006.en|https://rid.unam.edu.ar/handle/20.500.12219/2488|BAIXADO|01_PDFs/eixo1_corporate_university/S1A04_GarzonCastrillon_2019_proposed-model-corporate-university.pdf|
S1A05|"corporate university ""knowledge management"" model framework"|eixo1_corporate_university|Corporate university model: enhancing competitiveness in firms from emerging economies|DP Mora-Mora; CA Bernal-Torres; LE Torres-Guevara|2025|The Learning Organization|10.1108/TLO-10-2023-0193|https://www.emerald.com/tlo/article/32/7/153/1312383|BAIXADO|01_PDFs/eixo1_corporate_university/S1A05_MoraMora_2025_corporate-university-model-enhancing.pdf|
S1A06|"corporate university ""knowledge management"" model framework"|eixo1_corporate_university|Lifelong learning in the workplace: the knowledge management role of corporate universities in China|Y Han; Y Zhou; S Carr; J Jiang|2024|Humanities and Social Sciences Communications|10.1057/s41599-024-02693-3|https://www.nature.com/articles/s41599-024-02693-3|BAIXADO|01_PDFs/eixo1_corporate_university/S1A06_Han_2024_lifelong-learning-workplace-knowledge.pdf|
S1A07|"corporate university ""knowledge management"" model framework"|eixo1_corporate_university|Identifying the success factors of knowledge management tools in research projects (Case study: A corporate university)|H Ghomi; F Barzinpour|2018|Management Science Letters|NÃO ENCONTRADO|https://pdfs.semanticscholar.org/5393/80eb8edc1d80e96dfbe84f5183ef6272ae2d.pdf|BAIXADO|01_PDFs/eixo1_corporate_university/S1A07_Ghomi_2018_identifying-success-factors-knowledge.pdf|
S1A08|"corporate university ""knowledge management"" model framework"|eixo1_corporate_university|Kolaborasi stakeholder's dalam penyelenggaraan corporate university pada badan pengembangan sumber daya manusia provinsi sulawesi selatan|M Sultan|2022|Jurnal Widyaiswara Indonesia|NÃO ENCONTRADO|https://ejournal.iwi.or.id/ojs/index.php/iwi/article/download/135/66|BAIXADO|01_PDFs/eixo1_corporate_university/S1A08_Sultan_2022_kolaborasi-stakeholders-dalam-penyelenggaraan.pdf|
S1A09|"corporate university ""knowledge management"" model framework"|eixo1_corporate_university|The role and evolution of knowledge network-based intellectual capital in the corporate university|Y Chen; L Zhou; Y Wang|2023|Journal of Intellectual Capital|10.1108/JIC-12-2022-0238|https://www.emerald.com/jic/article/24/6/1604/226655|BAIXADO|01_PDFs/eixo1_corporate_university/S1A09_Chen_2023_role-evolution-knowledge-networkbased.pdf|
S1A10|"corporate university ""knowledge management"" model framework"|eixo1_corporate_university|Path of corporate university to enable enterprises: Based on the best corporate universities in China|Y Zhou|2023|Dissertação (PhD) - University of Otago|NÃO ENCONTRADO|https://ourarchive.otago.ac.nz/esploro/outputs/graduate/Path-of-corporate-university-to-enable/9926501875701891|BAIXADO|01_PDFs/eixo1_corporate_university/S1A10_Zhou_2023_path-corporate-university-enable.pdf|
E0A01|ETAPA0_Downloads|eixo1_corporate_university|Purpose of the use of technologies in the contemporary models of Corporate University|SM da Silva; GA Dandolini; P de Sá Freire; W Rochadel; A de B Valdati|2018|International Journal for Innovation Education and Research|10.31686/ijier.Vol6.Iss8.1117|https://doi.org/10.31686/ijier.Vol6.Iss8.1117|BAIXADO|01_PDFs/eixo1_corporate_university/E0A01_Silva_2018_purpose-use-technologies-contemporary.pdf|
E0A02|ETAPA0_Downloads|eixo1_corporate_university|Leadership 5.0: An Agile Mindset for a Digital Future|F Salvetti; B Bertagni|2020|International Journal of Advanced Corporate Learning (iJAC)|10.3991/ijac.v13i2.17033|https://doi.org/10.3991/ijac.v13i2.17033|BAIXADO|01_PDFs/eixo1_corporate_university/E0A02_Salvetti_2020_leadership-agile-mindset-digital.pdf|
E0A03|ETAPA0_Downloads|eixo1_corporate_university|Development of Corporate University Evolution Scenarios|M Zinchenko; K Bagrationi; O Gordienko|2024|Proceedings ECEL 2024 (European Conference on e-Learning)|NÃO ENCONTRADO|https://doi.org/10.56238/alookdevelopv1-031|BAIXADO|01_PDFs/eixo1_corporate_university/E0A03_Zinchenko_2024_development-corporate-university-evolution.pdf|
E0A04|ETAPA0_Downloads|eixo1_corporate_university|Learning network and corporate university in the public sector: An integrative review|BJ Amaral Souto; P de Sá Freire|NÃO ENCONTRADO|A Look into the Development (Editora Científica)|10.56238/alookdevelopv1-031|https://doi.org/10.56238/alookdevelopv1-031|BAIXADO|01_PDFs/eixo1_corporate_university/E0A04_AmaralSouto_NÃO ENCONTRADO_learning-network-corporate-university.pdf|
E0A05|ETAPA0_Downloads|eixo2_ia_generativa_gc|What executives need to know about knowledge management, large language models and generative AI|S Earley|2023|Applied Marketing Analytics|NÃO ENCONTRADO|https://www.henrystewartpublications.com/ama|BAIXADO|01_PDFs/eixo2_ia_generativa_gc/E0A05_Earley_2023_what-executives-need-know.pdf|
E0A06|ETAPA0_Downloads|eixo2_ia_generativa_gc|Agentic AI and the Co-Evolution of Organizational Knowledge|A Islam; M Ajmal|2025|Policy Journal of Social Science Review|NÃO ENCONTRADO|NÃO ENCONTRADO|BAIXADO|01_PDFs/eixo2_ia_generativa_gc/E0A06_Islam_2025_agentic-coevolution-organizational-knowledge.pdf|
E0A07|ETAPA0_Downloads|eixo2_ia_generativa_gc|Evolving Knowledge Management: Artificial Intelligence and the Dynamics of Social Interactions|X He; T Burger-Helmchen|2025|IEEE Engineering Management Review|10.1109/EMR.2024.3519342|https://doi.org/10.1109/EMR.2024.3519342|BAIXADO|01_PDFs/eixo2_ia_generativa_gc/E0A07_He_2025_evolving-knowledge-management-artificial.pdf|
E0A08|ETAPA0_Downloads|eixo2_ia_generativa_gc|The Recursive Theory of Knowledge Augmentation: Integrating human intuition and knowledge in Artificial Intelligence to augment organizational knowledge|A Harfouche; B Quinio; M Saba; P Bou Saba|2022|Information Systems Frontiers|10.1007/s10796-022-10352-8|https://doi.org/10.1007/s10796-022-10352-8|BAIXADO|01_PDFs/eixo2_ia_generativa_gc/E0A08_Harfouche_2022_recursive-theory-knowledge-augmentation.pdf|
E0A09|ETAPA0_Downloads|eixo2_ia_generativa_gc|Enhancing generative AI for accessing enterprise knowledge|U Khan; D Kudryavtsev; J Kauttonen|2024|eSignals PRO (Haaga-Helia)|NÃO ENCONTRADO|http://urn.fi/URN:NBN:fi-fe2024032813633|BAIXADO|01_PDFs/eixo2_ia_generativa_gc/E0A09_Khan_2024_enhancing-generative-accessing-enterprise.pdf|
E0A10|ETAPA0_Downloads|eixo2_ia_generativa_gc|Generative AI Meets Knowledge Management: Insights From Software Development Practices|K Kirchner; E Bolisani; TC Kassaneh; E Scarso; N Taraghi|2025|Knowledge and Process Management|NÃO ENCONTRADO|https://onlinelibrary.wiley.com/journal/10991441|BAIXADO|01_PDFs/eixo2_ia_generativa_gc/E0A10_Kirchner_2025_generative-meets-knowledge-management.pdf|
E0A11|ETAPA0_Downloads|eixo2_ia_generativa_gc|Transforming Knowledge Management Using Generative AI: From Theory to Practice|D Kudryavtsev; U Khan; J Kauttonen|2024|Proceedings KMIS 2024 (16th Intl. Conf. Knowledge Discovery)|10.5220/0013071400003838|https://doi.org/10.5220/0013071400003838|BAIXADO|01_PDFs/eixo2_ia_generativa_gc/E0A11_Kudryavtsev_2024_transforming-knowledge-management-using.pdf|
E0A12|ETAPA0_Downloads|eixo2_ia_generativa_gc|Artificial Intelligence-Enabled Knowledge Management|X Wang; X Zhang; Y Cheng; F Tian; K Chen; P Ordóñez de Pablos|2021|Capítulo em livro (Routledge)|10.4324/9781003112150-13|https://doi.org/10.4324/9781003112150-13|BAIXADO|01_PDFs/eixo2_ia_generativa_gc/E0A12_Wang_2021_artificial-intelligenceenabled-knowledge-management.pdf|
E0A13|ETAPA0_Downloads|eixo2_ia_generativa_gc|A time for monsters: Organizational knowing after large language models|S Faraj; J Perez-Torrents; S Mantere; A Bhardwaj|2026|Strategic Organization|10.1177/14761270251410675|https://doi.org/10.1177/14761270251410675|BAIXADO|01_PDFs/eixo2_ia_generativa_gc/E0A13_Faraj_2026_time-monsters-organizational-knowing.pdf|
E0A14|ETAPA0_Downloads|eixo2_ia_generativa_gc|Large Language Models for Process Knowledge Acquisition: Designing and Evaluating a Multi-agent System|M Schinckus; A Simonofski; N Bono Rosselló|2026|Business & Information Systems Engineering|10.1007/s12599-025-00976-w|https://doi.org/10.1007/s12599-025-00976-w|BAIXADO|01_PDFs/eixo2_ia_generativa_gc/E0A14_Schinckus_2026_large-language-models-process.pdf|
E0A15|ETAPA0_Downloads|eixo2_ia_generativa_gc|Knowledge Management Perspective of Generative Artificial Intelligence (GenAI)|M Alavi; DE Leidner; R Mousavi|2024|Journal of the Association for Information Systems|NÃO ENCONTRADO|https://aisel.aisnet.org/jais/|BAIXADO|01_PDFs/eixo2_ia_generativa_gc/E0A15_Alavi_2024_knowledge-management-perspective-generative.pdf|
E0A16|ETAPA0_Downloads|eixo2_ia_generativa_gc|Generative AI as Source of Change of Knowledge Management Paradigm|D Kaczorowska-Spychalska; N Kotula; G Mazurek; Ł Sułkowski|2024|Human Technology|10.14254/1795-6889.2024.20-1.7|https://doi.org/10.14254/1795-6889.2024.20-1.7|BAIXADO|01_PDFs/eixo2_ia_generativa_gc/E0A16_KaczorowskaSpychalska_2024_generative-source-change-knowledge.pdf|
E0A17|ETAPA0_Downloads|eixo2_ia_generativa_gc|Transforming organizational knowledge creation through artificial intelligence: a systematic review|J Yan; K Husted; B Fath|2025|VINE Journal of Information and Knowledge Management Systems|NÃO ENCONTRADO|https://doi.org/10.1108/VJIKMS-08-2024-0296|BAIXADO|01_PDFs/eixo2_ia_generativa_gc/E0A17_Yan_2025_transforming-organizational-knowledge-creation.pdf|
